Dateofbill,DrugName,Is_Weekend,Lag_7,Lag_14,Lag_30,Quantity_MA,Final_Sales_MA
2023-01-03,658.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,658.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,658.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,658.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,649.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,649.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,649.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,649.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,649.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,649.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,649.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,556.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,556.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,556.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,556.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,556.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,556.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,556.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,478.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,478.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,478.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,478.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,478.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,478.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,478.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,491.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,491.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,491.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,491.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,491.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,491.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,491.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,596.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,596.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,596.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,596.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,596.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,596.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,596.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,541.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,541.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,541.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,541.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,541.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,541.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,541.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,739.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,739.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,739.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,739.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,739.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,739.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,739.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,653.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,653.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,653.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,653.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,653.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,653.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,653.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,543.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,543.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,543.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,543.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,543.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,543.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,543.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,399.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,399.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,399.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,399.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,399.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,399.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,399.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,569.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,569.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,569.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,569.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,569.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,569.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,569.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,305.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,305.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,305.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,305.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,305.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,305.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,305.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,579.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,579.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,579.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,579.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,579.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,579.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,579.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,640.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,640.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,640.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,640.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,640.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,640.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,640.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,652.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,652.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,652.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,652.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,652.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,652.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,652.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,93.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,93.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,93.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,93.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,93.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,93.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,93.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,242.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,242.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,242.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,242.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,242.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,242.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,242.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,507.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,507.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,507.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,507.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,507.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,507.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,507.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,566.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,566.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,566.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,566.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,566.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,566.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,566.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,617.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,617.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,617.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,617.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,617.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,617.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,617.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,313.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,313.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,313.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,313.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,313.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,313.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,313.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,516.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,516.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,516.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,516.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,516.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,516.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,516.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,657.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,657.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,657.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,657.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,657.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,657.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,657.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,58.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,58.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,58.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,58.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,58.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,58.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,58.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,548.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,548.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,548.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,548.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,548.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,548.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,548.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,639.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,639.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,639.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,639.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,639.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,639.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,639.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,419.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,419.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,419.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,419.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,419.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,419.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,419.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,16.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,16.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,16.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,16.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,16.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,16.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,16.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,114.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,114.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,114.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,114.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,114.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,114.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,114.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,405.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,405.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,405.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,405.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,405.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,405.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,405.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,654.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,654.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,654.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,654.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,654.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,654.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,654.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,232.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,232.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,232.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,232.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,232.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,232.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,232.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,121.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,121.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,121.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,121.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,121.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,121.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,121.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,48.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,48.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,48.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,48.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,48.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,48.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,48.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,185.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,185.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,185.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,185.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,185.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,185.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,185.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,94.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,94.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,94.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,94.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,94.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,94.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,94.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,83.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,83.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,83.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,83.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,83.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,83.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,83.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,496.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,496.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,496.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,496.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,496.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,496.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,496.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,176.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,176.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,176.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,176.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,176.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,176.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,176.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,57.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,57.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,57.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,57.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,57.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,57.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,57.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,698.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,698.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,698.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,698.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,698.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,698.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,698.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,139.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,139.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,139.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,139.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,139.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,139.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,139.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,535.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,535.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,535.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,535.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,535.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,535.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,535.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,63.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,63.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,63.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,63.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-04,63.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-05,63.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-06,63.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2022-12-31,73.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-01,73.0,True,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-02,73.0,False,0.0,423.0,143.22,5.0,238.70000000000002
2023-01-03,73.0,False,0.0,423.0,143.22,5.0,238.70000000000002
